ZipCode,YoY_2025,Exposure_2025,YoY_2024,Exposure_2024,YoY_2023,Exposure_2023,YoY_2022,Exposure_2022,YoY_2021,Exposure_2021
94558,36%,1678498386,34%,1230688886,39%,918769086,118%,659183522,,302297670
94559,28%,163223311,73%,127285344,31%,73399754,174%,56228323,,20535935
94567,1%,152005904,2%,150144001,10%,146765777,51%,132846823,,88194665
94574,25%,1524706844,18%,1217446703,43%,1034490973,104%,725659557,,355617117
94576,5%,38796929,29%,36805352,6%,28455005,101%,26966226,,13439225
94599,9%,43267116,9%,39616526,15%,36398554,75%,31634005,,18035940
95728,24%,575208472,38%,463949488,27%,334997036,81%,264017533,,145938078
95945,38%,4287812144,35%,3106092265,41%,2299807353,22%,1626205814,,1335537786
95946,33%,1844225255,55%,1384873794,60%,891116473,24%,558184737,,450530931
95949,26%,4986455277,20%,3962036718,24%,3288704874,14%,2641996437,,2320737512
95959,27%,5080424575,22%,3995298101,30%,3282188587,20%,2532448342,,2116418611
95960,22%,87784340,1%,72184438,7%,71600464,29%,66713009,,51587255
95975,29%,384978065,21%,299461045,35%,246513292,10%,182390374,,165229880
95977,16%,205801105,29%,177162211,32%,137520646,21%,104269482,,86490451
96111,39%,30498876,10%,21911025,33%,19932562,10%,15042398,,13623570
96161,21%,9696633805,28%,8012298571,42%,6279600125,56%,4428551571,,2834526212
90620,85%,107183721,155%,57956775,141%,22713594,-19%,9419550,,11685559
90621,69%,94877618,135%,56258268,57%,23956560,18%,15277437,,12998967
90623,-3%,29815101,486%,30696989,44%,5236042,7%,3636120,,3399982
90630,154%,89898697,106%,35340814,45%,17136474,-2%,11858884,,12104084
90631,55%,859212878,60%,552621420,31%,344379417,18%,263594104,,222797824
90680,257%,56129136,135%,15714000,18%,6676604,20%,5664554,,4711616
90720,140%,34649194,133%,14442804,149%,6204510,34%,2493926,,1858613
90740,395%,35833092,33%,7244595,-20%,5436258,16%,6754583,,5824069
90742,38%,12724655,192%,9213350,0%,3150000,5%,3150000,,3000000
90743,6%,3646644,230%,3438474,111%,1041335,0%,492748,,-
92602,131%,409093285,267%,176906204,94%,48191328,-2%,24817263,,25253545
92603,117%,651572113,293%,300480282,81%,76417438,12%,42284308,,37810989
92604,82%,65870848,183%,36134552,213%,12760320,596%,4076873,,585390
92606,105%,29967869,530%,14586738,-32%,2315202,318%,3392853,,812550
92610,82%,477971812,196%,263326322,86%,89048788,72%,47803972,,27731264
92612,176%,51371441,867%,18628694,64%,1925750,0%,1171100,,-
92614,164%,53228066,424%,20149149,44%,3846560,166%,2666705,,1000674
92617,158%,6495605,25073%,2517255,0%,10000,0%,10000,,-
92618,136%,812852219,312%,344223876,266%,83489038,24%,22837535,,18352415
92620,111%,334139815,260%,158650474,176%,44100643,24%,15968448,,12873434
92624,268%,68074361,101%,18487997,546%,9190887,-27%,1421714,,1935728
92625,118%,140070276,206%,64144141,147%,20979138,25%,8489476,,6813038
92626,124%,61148295,397%,27271019,79%,5489033,43%,3065283,,2136157
92627,94%,92395183,309%,47682659,80%,11667560,11%,6483888,,5839466
92629,123%,173380406,84%,77911431,131%,42401903,49%,18360769,,12320096
92630,77%,395356930,302%,223381392,168%,55616786,27%,20783061,,16335742
92637,156%,33974073,524%,13260029,577%,2126151,-27%,314218,,432575
92646,92%,78111209,203%,40660062,28%,13439337,45%,10466746,,7231780
92647,97%,62168692,249%,31581008,54%,9061906,2%,5871478,,5742765
92648,128%,116128847,554%,51007498,-5%,7804514,2%,8208681,,8022943
92649,86%,105145621,269%,56490376,17%,15325896,73%,13061690,,7538160
92651,53%,2471521247,72%,1617305998,39%,937872402,46%,672879520,,459623934
92653,67%,175478884,280%,105083140,68%,27645730,14%,16416587,,14343453
92655,332%,37210014,483%,8622663,437%,1478687,5%,275453,,262845
92656,112%,551944389,237%,259786040,138%,77131778,12%,32471617,,28964911
92657,118%,1258992569,113%,578135297,27%,271430023,17%,214134122,,182660932
92660,106%,289722617,182%,140616827,69%,49818212,147%,29486707,,11927495
92661,24%,52701827,1065%,42606123,-24%,3656868,6%,4794574,,4514104
92662,181%,15310385,135%,5454268,460%,2322111,7%,414335,,386889
92663,76%,68741661,199%,39053861,32%,13069581,14%,9912034,,8713491
92672,115%,855433344,220%,398036311,142%,124299324,38%,51432661,,37217932
92673,76%,1332313414,292%,756503047,169%,193154770,78%,71696401,,40199747
92675,103%,1092509354,225%,538363813,92%,165454531,21%,86323151,,71146083
92676,20%,669800610,8%,557710621,14%,518584958,16%,456468453,,392353307
92677,95%,1272949485,178%,654049654,55%,235093164,25%,151310673,,121384535
92679,37%,4967233868,65%,3615018976,43%,2193155583,46%,1534190188,,1052634308
92683,116%,285690219,400%,132459692,167%,26518395,110%,9914300,,4718561
92688,91%,1161926795,290%,607681028,221%,155938412,21%,48548523,,40113061
92691,144%,162439137,329%,66438261,51%,15497595,-10%,10253849,,11397491
92692,166%,487949524,284%,183538879,100%,47820940,-17%,23936788,,28670621
92694,94%,1192666014,358%,616068418,172%,134474200,115%,49400216,,22956652
92701,52%,110114652,104%,72462647,18%,35540391,10%,30035202,,27269274
92703,63%,126821799,98%,77896433,15%,39291698,3%,34297383,,33389520
92704,61%,187928804,109%,116967609,79%,55932879,7%,31325162,,29388423
92705,102%,489533095,124%,242504118,65%,108297093,18%,65618887,,55792014
92706,58%,55893327,133%,35373905,154%,15201828,104%,5987155,,2927842
92707,74%,125687988,73%,72309972,11%,41825412,13%,37825115,,33597403
92708,89%,144342213,376%,76272688,65%,16013193,14%,9688616,,8489029
92780,228%,106345571,541%,32418824,282%,5055791,-77%,1324623,,5770869
92782,83%,157699038,202%,86147964,109%,28557173,25%,13669564,,10960538
92801,111%,126843111,208%,60005665,80%,19466438,8%,10841513,,10030562
92802,87%,51527373,241%,27506691,-3%,8059786,25%,8294654,,6623800
92804,123%,156631400,226%,70093323,116%,21521615,11%,9971495,,9021671
92805,147%,188963813,125%,76625247,113%,34019848,15%,15997761,,13926404
92806,111%,58876367,460%,27883190,60%,4980209,29%,3105158,,2407808
92807,78%,668407467,156%,374925660,63%,146536989,19%,89773276,,75212147
92808,78%,725008179,270%,407439436,99%,110103690,70%,55285197,,32447956
92821,69%,485095900,150%,286234021,53%,114711370,30%,74872611,,57668081
92823,60%,195657489,104%,122219455,28%,59851813,20%,46685150,,38854284
92831,121%,90567995,96%,41023794,118%,20939375,2%,9613509,,9404362
92832,126%,42691306,116%,18855345,122%,8711872,-21%,3925307,,4973472
92833,107%,153103434,140%,74089080,86%,30928997,18%,16589800,,14016381
92835,124%,99001074,96%,44206819,110%,22497152,-17%,10726029,,12877856
92840,125%,97544225,430%,43326799,160%,8172359,-12%,3147637,,3595771
92841,98%,99054773,385%,49933375,259%,10297789,-35%,2868784,,4418126
92843,195%,97271769,298%,33005818,58%,8287727,-2%,5238067,,5364793
92844,91%,42672583,261%,22380003,422%,6191562,257%,1185378,,331659
92845,152%,14229664,1347%,5644343,-19%,390000,0%,483400,,-
92861,174%,72745258,210%,26524137,40%,8557613,130%,6107160,,2655579
92865,70%,21134148,173%,12445249,6%,4556925,21%,4280800,,3535008
92866,153%,27273579,272%,10790416,376%,2896909,-70%,609015,,2051018
92867,111%,373414879,285%,176983565,181%,45982947,58%,16344162,,10359263
92868,241%,49826659,180%,14629106,26%,5233779,31%,4163696,,3174262
92869,146%,355731254,199%,144846886,48%,48480768,30%,32778097,,25275821
92870,138%,106503145,87%,44788464,71%,23893693,84%,13973517,,7586739
92886,101%,1294586581,274%,645546252,60%,172775065,8%,107857767,,100230207
92887,63%,1267219455,80%,776831060,40%,430580692,14%,308187640,,270416869
95602,19%,3324327846,27%,2792646339,34%,2190718766,17%,1637784872,,1394248556
95603,39%,2250559147,96%,1622698920,34%,827927171,11%,619844326,,559512799
95631,14%,1615011348,9%,1422913936,10%,1310415978,13%,1196256216,,1058110361
95648,79%,317063091,86%,177313548,110%,95412900,10%,45373284,,41202961
95650,49%,1011214703,85%,676555715,79%,366534855,40%,204317584,,146274361
95658,49%,732026229,113%,491302363,71%,231176912,30%,134843452,,103784185
95661,45%,13257564,152%,9124985,203%,3621693,11%,1195453,,1079000
95663,49%,163964914,169%,110195275,151%,40900659,-12%,16280800,,18480825
95677,110%,104848451,231%,50027871,114%,15092911,457%,7062373,,1268779
95678,65%,13643363,391%,8270474,151%,1683973,-23%,671985,,877150
95681,48%,14231749,449%,9605228,13%,1751149,109%,1555950,,745450
95701,16%,248393408,21%,214722621,14%,178012184,16%,156204161,,134780976
95703,19%,336204486,17%,283254281,22%,242731586,11%,198705252,,179254189
95713,22%,1839782780,26%,1503551633,11%,1188967481,10%,1075902824,,981097730
95714,15%,98385052,24%,85840444,14%,69313298,17%,60852252,,52038946
95715,0%,48629059,0%,48736342,19%,48504905,7%,40848207,,38071475
95717,2%,42522347,28%,41777617,6%,32653961,16%,30761293,,26626667
95722,16%,1724738790,18%,1487306341,30%,1260414818,18%,967499326,,817821064
95724,20%,85838193,88%,71755133,-2%,38180342,59%,38990826,,24543464
95736,-10%,13592551,0%,15032128,0%,-,0%,-,,-
95746,48%,1301212624,118%,878084240,90%,403121382,75%,212690900,,121424945
95747,140%,78981751,167%,32968409,306%,12338992,-12%,3042274,,3472034
95765,95%,33418351,528%,17153020,245%,2730808,7%,792178,,741450
96140,24%,1113673408,29%,896411659,50%,696875536,76%,463324397,,262613761
96141,30%,1007581722,71%,777372607,84%,453856707,45%,247164429,,170585624
96143,17%,711799190,27%,609339801,25%,480986047,44%,385754654,,267951072
96145,29%,2430855625,39%,1881322975,24%,1356405979,25%,1091059198,,874810309
96146,24%,1726148871,32%,1388753745,25%,1050933063,21%,841917656,,693874350
96148,21%,669420891,30%,555417335,59%,425859202,55%,268180029,,173566935
95915,-40%,470841,91%,787321,-50%,411521,310%,825750,,201400
95923,8%,52394603,13%,48360171,55%,42845467,4%,27666036,,26709050
95934,48%,9800863,-3%,6622698,120%,6796076,-31%,3085390,,4440058
95947,0%,67433495,54%,67101208,36%,43490677,6%,32002915,,30302655
95956,2%,50360326,24%,49143944,37%,39661028,31%,28976368,,22040353
95971,22%,456002916,39%,373736341,84%,268657832,26%,146115800,,115876939
95983,4%,34258347,21%,32953457,38%,27344487,23%,19839446,,16117022
95984,3%,11816800,-9%,11478739,12%,12574434,23%,11178550,,9113078
96020,28%,422702291,29%,329430945,66%,254522891,9%,153074972,,139836599
96063,5%,42688020,42%,40682985,21%,28686924,35%,23745991,,17610966
96103,29%,545834467,28%,423565099,46%,330579622,26%,227200272,,180344779
96105,9%,33392322,53%,30518864,32%,20004530,28%,15129594,,11786942
96106,16%,155051221,11%,133514078,39%,120104673,50%,86675934,,57684710
96122,20%,521314395,36%,435996018,58%,320523034,24%,202358370,,163514455
96129,88%,27110944,41%,14448486,157%,10228335,19%,3983572,,3351755
96137,18%,1032610564,19%,876005888,48%,735873938,22%,495872879,,406336480
91752,99%,322104133,173%,161598397,61%,59204892,13%,36665747,,32463277
92201,131%,111350772,238%,48297211,42%,14307975,-7%,10097617,,10803338
92203,139%,80769747,290%,33811277,19%,8676906,52%,7302255,,4794444
92210,142%,125062768,327%,51605899,128%,12079064,104%,5307066,,2605380
92211,94%,59101562,1013%,30494474,76%,2739879,20%,1559740,,1294450
92220,91%,954029674,109%,499357426,61%,238516002,81%,147899409,,81932766
92223,104%,2173957023,117%,1068017406,65%,491802109,54%,298717391,,193865202
92225,130%,80828240,179%,35071773,122%,12570889,26%,5667102,,4507343
92230,53%,56602490,89%,36995283,57%,19563601,226%,12474242,,3825230
92234,111%,176654782,394%,83745803,84%,16965317,-1%,9201577,,9328614
92236,103%,49655040,295%,24506701,-4%,6206396,-6%,6486747,,6874983
92239,185%,5404705,350%,1895158,0%,421600,0%,-,,-
92240,129%,241984103,257%,105594609,63%,29590917,19%,18142393,,15286351
92241,78%,92809200,213%,52153912,93%,16684024,45%,8660516,,5961681
92253,199%,267722756,271%,89431764,71%,24116197,55%,14095257,,9116657
92254,209%,19292507,103%,6237007,59%,3067264,69%,1931198,,1144355
92258,92%,7272444,558%,3796489,7%,576739,6%,540617,,512075
92260,135%,197641474,353%,84160372,34%,18598966,112%,13840389,,6532173
92262,153%,278139192,188%,109786786,117%,38109324,93%,17592540,,9125500
92264,170%,395890083,305%,146633617,86%,36191370,106%,19464244,,9428094
92270,101%,244330007,260%,121560295,94%,33736621,35%,17423753,,12865949
92274,60%,58013986,157%,36362943,74%,14132349,15%,8142343,,7050381
92276,169%,63211228,222%,23471432,135%,7289404,-11%,3108221,,3487679
92282,64%,61483087,46%,37559856,29%,25768238,48%,20051200,,13532324
92320,67%,675115400,85%,403482721,105%,218271810,64%,106666627,,64891968
92501,125%,201456954,143%,89678697,93%,36961263,24%,19170964,,15486641
92503,84%,1535104055,212%,836363998,85%,268361924,30%,145029952,,111474280
92504,120%,662150549,206%,300734424,81%,98324131,44%,54398791,,37862506
92505,98%,344496948,216%,173669174,124%,54973390,6%,24578783,,23158668
92506,91%,927059513,319%,486545008,119%,116171458,53%,52964488,,34652626
92507,114%,766511002,173%,357716665,130%,131163293,43%,57136340,,39992997
92508,195%,666762168,386%,226212535,180%,46564816,51%,16630788,,11041395
92509,109%,814208272,135%,388695616,38%,165304271,39%,120117905,,86360231
92518,1%,3941320,532%,3911960,0%,618750,-100%,-,,3016200
92530,62%,2004228300,102%,1240394157,71%,613266351,44%,357621602,,248994461
92532,67%,1293622818,149%,774488115,71%,310499818,32%,181454461,,137059434
92536,21%,332305871,48%,275428356,27%,185511328,55%,145827750,,94381178
92539,27%,358080268,41%,281833762,27%,200296602,51%,157407389,,104286536
92543,115%,436351191,224%,203137998,62%,62629979,29%,38735574,,29923288
92544,64%,1308152925,91%,797011850,46%,417838900,34%,285464249,,212997968
92545,142%,909955360,197%,376600734,65%,126861607,25%,76696625,,61495606
92548,62%,248636975,139%,153153995,48%,63985673,38%,43125854,,31160036
92549,16%,2214506393,11%,1907346296,17%,1716710214,38%,1468735368,,1060622067
92551,106%,341896011,301%,165719221,60%,41321669,2%,25783272,,25311200
92553,60%,419294198,250%,261344986,30%,74732606,29%,57285924,,44550156
92555,107%,1420203653,262%,686081217,125%,189320930,37%,84142503,,61560699
92557,99%,1147701846,167%,575791335,97%,215553102,44%,109167111,,75790337
92561,17%,453148289,48%,387229144,35%,261115501,52%,192901152,,127152367
92562,47%,3674617878,61%,2503034190,49%,1559088627,57%,1047010595,,666822304
92563,155%,1536303871,259%,603029153,103%,167851046,25%,82735456,,66194962
92567,87%,341310626,103%,182129595,65%,89762877,45%,54481884,,37701279
92570,53%,1824198149,95%,1188639416,62%,608983599,61%,375937477,,234130719
92571,150%,719371204,172%,287746696,50%,105964552,14%,70877481,,62273406
92582,70%,305377583,187%,179320322,45%,62541314,108%,43047327,,20705758
92583,98%,388297510,214%,196572705,80%,62568691,31%,34700746,,26441891
92584,154%,1219026602,211%,479152344,74%,154275136,65%,88431184,,53660776
92585,174%,530625415,298%,193746166,80%,48634831,40%,26981757,,19297056
92586,157%,358170546,609%,139236302,98%,19641914,83%,9907787,,5409709
92587,105%,997429415,270%,487263174,157%,131791637,18%,51282785,,43363591
92590,24%,937252267,30%,755322770,46%,579094502,91%,395921421,,207611055
92591,162%,448459669,175%,171211095,16%,62258365,139%,53657902,,22489130
92592,84%,2842043119,95%,1546521817,43%,791227298,109%,552575005,,264009015
92595,63%,1402213158,120%,859026012,144%,390105872,28%,159971937,,125287149
92596,223%,976388502,277%,301902093,95%,80121547,68%,41049978,,24494001
92860,115%,426156575,288%,198646599,136%,51171071,13%,21716973,,19247541
92879,113%,393025321,192%,184673190,57%,63186042,28%,40205949,,31290848
92880,136%,1138122615,278%,481728748,99%,127451087,18%,64036527,,54146960
92881,69%,823369380,205%,487432772,116%,160011880,18%,73956248,,62624443
92882,60%,2052818173,120%,1284141034,98%,584406226,47%,294892980,,200802602
92883,56%,2318399352,151%,1483556664,148%,590096628,66%,238299510,,143891141
95608,39%,55677730,710%,39967568,-20%,4934514,77%,6189622,,3493646
95610,128%,21841081,148%,9588437,94%,3871542,-24%,1999011,,2642920
95615,0%,1467000,0%,-,0%,-,0%,-,,-
95621,477%,37328242,62%,6474149,54%,3984931,224%,2586174,,797031
95624,126%,63461789,278%,28119572,435%,7445295,10%,1392583,,1263497
95626,34%,9470902,61%,7088340,507%,4396290,654%,724250,,96000
95628,96%,53100402,165%,27034056,335%,10215105,-51%,2346385,,4833650
95630,107%,286100428,473%,138443052,336%,24180618,-46%,5550121,,10211270
95632,61%,21542907,66%,13400545,76%,8074194,446%,4580457,,839117
95638,56%,19292932,24%,12340138,367%,9931887,43%,2126827,,1488909
95641,131%,6843690,15%,2966472,99%,2571931,-47%,1290164,,2436919
95655,79%,5137904,0%,2871400,0%,-,0%,-,,-
95660,84%,12382525,39%,6726924,107%,4829941,-40%,2332824,,3868384
95662,51%,24527668,180%,16258918,492%,5796658,0%,979640,,-
95670,106%,47748971,118%,23191970,777%,10634350,-40%,1212312,,2006650
95673,56%,28107429,227%,17963639,27%,5491715,11%,4313866,,3891871
95683,47%,49972576,67%,34078927,158%,20360807,86%,7901465,,4258020
95690,69%,6355016,103%,3756660,73%,1854940,40%,1069407,,763400
95693,1%,26659851,465%,26451683,52%,4680891,12%,3084378,,2763931
95742,187%,45766038,207%,15957743,0%,5192800,0%,-,,-
95757,290%,46016461,1050%,11792079,-39%,1025272,7%,1671373,,1565569
95758,183%,54000714,663%,19097907,457%,2502078,7%,449547,,421783
95811,93%,36708542,122%,18992809,67%,8538305,50%,5103615,,3392367
95814,203%,58615693,829%,19316982,109%,2080057,-19%,996294,,1224416
95815,93%,44233415,33%,22904548,42%,17259871,-20%,12171122,,15212974
95816,41%,73053225,219%,51677122,151%,16177768,34%,6435852,,4795561
95817,56%,12973319,34%,8316935,-17%,6209316,10%,7523109,,6838825
95818,31%,42146984,101%,32175535,39%,16009258,45%,11555980,,7985428
95819,34%,17045905,349%,12764168,7%,2841749,-29%,2649488,,3748638
95820,108%,42689192,103%,20521213,-3%,10091270,46%,10411277,,7123648
95821,155%,34328321,31%,13456804,68%,10301331,43%,6129697,,4276251
95822,121%,50895561,118%,23004858,37%,10573082,25%,7707417,,6170785
95823,224%,79291506,232%,24492231,-8%,7369727,53%,7995065,,5219529
95824,29%,23262426,600%,18011442,-29%,2573055,17%,3632756,,3092539
95825,159%,15030809,960%,5807164,6%,548005,-47%,517300,,980007
95826,705%,45858594,82%,5695174,193%,3133411,-45%,1069734,,1936151
95827,56%,16972210,271%,10902149,46%,2939584,62%,2014944,,1243186
95828,129%,62002860,371%,27130515,96%,5763288,93%,2944705,,1522570
95829,105%,40483133,212%,19730323,116%,6333577,-20%,2927469,,3680005
95830,106%,4277378,207%,2073500,0%,675000,0%,-,,-
95831,29%,15431920,225%,11935064,113%,3675375,60%,1721912,,1073204
95832,43%,8732007,598%,6122900,-54%,876591,162%,1922586,,735120
95833,59%,16089805,474%,10116954,-11%,1761153,-3%,1983833,,2041462
95834,40%,12647976,158%,9039242,-18%,3500000,236%,4281680,,1272691
95835,208%,23704816,919%,7696899,0%,755000,0%,-,,-
95837,26%,2682010,0%,2130000,0%,-,0%,-,,-
95838,38%,42081377,57%,30534480,40%,19399394,25%,13902956,,11160646
95841,96%,12517049,300%,6383780,95%,1594455,6%,817088,,768794
95842,-50%,9023701,648%,17932331,73%,2397745,165%,1385323,,523219
95843,38%,6959149,403%,5026967,99%,1000100,0%,502150,,-
95864,135%,38438967,1120%,16382282,0%,1342400,-100%,-,,880000
95023,88%,244365123,122%,130047083,23%,58568066,44%,47577606,,33069748
95043,5%,59433728,9%,56569449,39%,51885323,75%,37361784,,21391779
95045,69%,109017871,104%,64686900,19%,31645402,37%,26675970,,19472956
95075,31%,21396424,45%,16380816,452%,11302355,0%,2046368,,-
91701,80%,344615711,117%,191152106,69%,88116163,44%,52180727,,36172405
91708,281%,107821733,347%,28264885,39%,6324605,-1%,4551065,,4583492
91709,61%,3113363073,85%,1934870702,45%,1047912414,27%,722158522,,568285442
91710,123%,316969217,98%,142196213,59%,71879685,0%,45285652,,45165775
91730,125%,116524219,165%,51753553,28%,19493164,9%,15247308,,14046691
91737,68%,601142790,88%,358682617,32%,190838772,29%,144469286,,112128008
91739,79%,649330807,112%,361840148,83%,170529629,19%,93278079,,78151784
91759,23%,116044650,20%,94683556,20%,78897405,28%,66013849,,51748177
91761,91%,297812919,159%,156015006,43%,60347814,41%,42117858,,29791582
91762,91%,299501337,171%,156566333,65%,57678796,1%,34958234,,34582022
91763,27%,111493698,129%,88108062,71%,38429092,14%,22431710,,19613712
91764,66%,169336434,77%,101923664,56%,57584922,9%,36953251,,33767955
91784,64%,460841434,89%,281228774,43%,149140293,29%,104293850,,80863293
91786,80%,139723600,170%,77825160,45%,28824096,19%,19905190,,16745796
92242,167%,33661116,472%,12602712,69%,2201869,-13%,1300010,,1496857
92252,90%,211023361,153%,111197767,78%,43923967,50%,24720758,,16443562
92256,69%,128986147,113%,76466118,98%,35881126,23%,18122668,,14676234
92267,137%,10855553,1567%,4578517,292%,274724,5%,70064,,66500
92268,40%,68121953,25%,48780645,108%,39002789,0%,18763668,,-
92277,97%,150852683,171%,76593285,75%,28234009,0%,16101929,,16142128
92280,311%,3823396,276%,930020,60%,247500,5%,154773,,147400
92284,86%,445964460,150%,239919475,261%,95888223,-35%,26573643,,40859361
92285,107%,62880047,32%,30427444,39%,23077259,15%,16544763,,14389974
92301,88%,429138122,247%,228266541,87%,65846636,24%,35302715,,28429569
92304,100%,1003000,0%,502500,0%,-,0%,-,,-
92305,13%,202695952,11%,179137498,11%,162102840,15%,145957461,,126759303
92307,114%,450290571,317%,210440837,95%,50499958,22%,25932323,,21194329
92308,86%,391822110,294%,210638808,59%,53476465,48%,33595497,,22716394
92309,70%,2788525,0%,1638164,575%,1639456,0%,243000,,-
92310,0%,387150,0%,-,0%,-,0%,-,,-
92311,102%,158479655,132%,78387627,80%,33854011,19%,18762875,,15753902
92313,92%,244846344,211%,127502297,85%,41029543,9%,22131913,,20219447
92314,17%,3540465316,14%,3035435908,20%,2668034769,45%,2230605915,,1535611820
92315,15%,4573379487,12%,3990845147,21%,3553720151,37%,2943783379,,2141778158
92316,90%,244450051,102%,128640705,32%,63707662,13%,48280356,,42546337
92317,12%,132945932,24%,119027068,20%,95651542,32%,79742570,,60403004
92318,61%,2804248,0%,1744800,0%,-,-100%,-,,308750
92321,11%,196075291,7%,176498504,19%,165362050,8%,139402913,,129117334
92322,12%,308673925,1%,275915003,9%,273378148,12%,250500334,,222799587
92324,56%,811918982,100%,521012434,61%,259895164,31%,161725039,,123924684
92325,10%,2692142134,7%,2436847187,12%,2285261906,19%,2044598819,,1715518203
92327,519%,8227971,40%,1329553,0%,949400,0%,-,,-
92332,-100%,-,0%,2400000,0%,-,0%,-,,-
92333,13%,472110482,13%,418047201,20%,368647442,36%,307349787,,225523450
92335,69%,395571006,82%,234645546,35%,128986432,5%,95437313,,90512449
92336,97%,975791009,205%,496064969,57%,162432744,13%,103334309,,91766360
92337,101%,409702789,132%,203679742,68%,87710738,6%,52094114,,48953821
92338,8%,437570,0%,406000,0%,-,0%,-,,-
92339,16%,302479125,15%,261819067,15%,227113496,24%,198293991,,159909565
92341,11%,378315219,13%,340920302,17%,300539416,26%,257586861,,204404049
92342,63%,50857823,250%,31206484,53%,8908597,14%,5836372,,5105882
92344,46%,887275609,67%,609506902,51%,365352495,53%,242364623,,158304316
92345,88%,820178755,193%,435818561,62%,148828840,29%,91737672,,71304533
92346,77%,991507018,143%,558814490,75%,230367981,53%,131458656,,85677887
92347,21%,5619505,175%,4634823,79%,1684771,126%,942925,,417683
92352,12%,7093005791,8%,6310833083,13%,5819105250,27%,5151007010,,4063631851
92354,102%,428580082,270%,212019940,114%,57342503,11%,26747785,,23998795
92356,66%,81437209,90%,49131323,26%,25886382,29%,20528056,,15941341
92358,11%,133100591,14%,120073153,30%,105320684,14%,81164432,,71209397
92359,41%,277965893,81%,197322646,50%,109194026,66%,72622726,,43752777
92363,181%,50396166,87%,17930544,248%,9580360,7%,2753517,,2562371
92364,6%,1265719,-37%,1199169,68%,1890621,65%,1128137,,685746
92365,81%,30179640,73%,16684914,40%,9618498,49%,6855429,,4599758
92368,168%,17104157,288%,6374786,57%,1641788,-17%,1043411,,1261367
92371,48%,767375052,90%,517782090,87%,271801975,57%,145183475,,92514357
92372,39%,332478291,85%,239089410,71%,129426265,104%,75693423,,37156978
92373,45%,1520784455,61%,1048314062,52%,649256601,52%,426945399,,280991823
92374,69%,423596772,162%,250074085,50%,95330098,79%,63432410,,35423234
92376,83%,384394994,83%,210333073,25%,114654247,15%,91646269,,79749408
92377,101%,231997399,185%,115431328,79%,40465231,10%,22577915,,20536892
92378,5%,113895263,19%,108641395,20%,91290473,31%,75799017,,57947975
92382,15%,1846285992,12%,1602242125,18%,1428566268,28%,1214754492,,952688050
92385,25%,149054893,27%,119672033,13%,93903451,23%,83339397,,67826011
92386,16%,886489176,23%,765154724,16%,619570862,34%,533090606,,397171602
92391,11%,675624262,16%,607903571,14%,523813931,18%,460835803,,389771807
92392,115%,672711978,267%,312867548,98%,85134307,10%,42922115,,38986992
92394,113%,290453909,236%,136159519,53%,40511667,9%,26548273,,24253053
92395,133%,334498407,206%,143765996,24%,46982006,15%,38008592,,33147408
92397,13%,1097418214,16%,971102085,35%,835949704,57%,618004107,,394343252
92398,297%,17895445,190%,4502630,108%,1551599,-10%,745139,,826669
92399,47%,2508070834,53%,1703650891,45%,1115592227,49%,771431056,,517101401
92401,80%,35653266,22%,19858097,180%,16311690,7%,5829947,,5451153
92404,72%,764334420,91%,443976073,73%,231986003,3%,134440967,,130477100
92405,72%,317479326,86%,184403227,21%,99126856,17%,81703171,,69998267
92407,65%,1306639158,98%,793117323,49%,401105277,17%,268596091,,229085404
92408,150%,137414391,160%,55021676,18%,21196346,-1%,17947763,,18038247
92410,74%,311434397,66%,178503460,11%,107454814,1%,96853200,,95662096
92411,59%,174296557,51%,109330563,9%,72379517,13%,66537535,,58859838
92415,0%,12400000,0%,-,0%,-,0%,-,,-
93558,6%,1255664,0%,1187114,0%,-,0%,-,,-
93562,93%,11953745,82%,6185613,59%,3404206,-17%,2139337,,2584526
91901,26%,3541092355,23%,2811193404,37%,2290487248,59%,1672581666,,1048910247
91902,173%,255679436,159%,93528621,78%,36147554,29%,20298836,,15695925
91905,21%,121958538,57%,100772426,39%,64319635,25%,46191220,,37017207
91906,29%,335716837,45%,259574675,49%,178594307,72%,120145099,,69812842
91910,122%,241799418,226%,108810854,130%,33404925,-3%,14549703,,14924394
91911,157%,213123978,165%,83072384,256%,31343577,5%,8797581,,8392690
91913,213%,383611301,300%,122444658,213%,30583713,29%,9772039,,7567189
91914,112%,791950774,233%,373964100,127%,112219054,75%,49457337,,28227564
91915,128%,300339980,487%,131852510,127%,22472208,77%,9903064,,5596402
91916,19%,375237985,12%,315397979,21%,280425660,42%,231495879,,163080203
91917,13%,58806837,20%,52000824,19%,43241471,16%,36261604,,31194602
91931,16%,45743704,0%,39287094,0%,-,0%,-,,-
91932,87%,38774189,80%,20685917,117%,11509562,5%,5313527,,5047694
91934,20%,18900033,46%,15812926,19%,10847959,31%,9112979,,6960495
91935,27%,1955045077,28%,1545063035,29%,1210985655,43%,935795569,,655294238
91941,117%,230556827,220%,106029048,41%,33082778,91%,23471449,,12263643
91942,117%,96318333,1182%,44345252,0%,3460249,41%,3443527,,2442778
91945,146%,84370145,103%,34344062,168%,16926928,-13%,6318149,,7280913
91950,153%,124204841,234%,49005820,18%,14685967,1%,12468423,,12285098
91962,25%,389317983,19%,311909793,28%,261368270,21%,204778820,,168632402
91963,25%,58044755,18%,46338656,34%,39136228,35%,29109955,,21557853
